disco_duro_tipo_disco_duro,procesador_frecuencia_turbo_máx__GHz,tipo_producto,tipo,medidas_profundidad_cm,sonido_número_altavoces,medidas_peso_kg,gráfica_salida_vídeo,disco_duro_capacidad_memoria_ssd_GB,procesador_número_hilos_ejecución,procesador_tdp_W,procesador_número_núcleos_procesador_cores,título,company_name,comunicaciones_conectividad,medidas_ancho_cm,almacenamiento_lector_óptico,ram_memoria_ram_GB,sistema_operativo_sistema_operativo,otras_características_fecha_lanzamiento,procesador_nivel_caché,ram_tipo_ram,gráfica_tarjeta_gráfica,pantalla_tamaño_pantalla_pulgadas,medidas_alto_cm,ofertas_count,pantalla_diagonal_pantalla_cm,medidas_altura_mm,gráfica_memoria_gráfica,pantalla_tecnología_pantalla,alimentación_vatios_hora_Wh,ram_frecuencia_memoria_MHz,disco_duro_número_discos_duros_instalados,alimentación_autonomía_batería_h,pantalla_luminosidad_cd_m2,procesador_frecuencia_reloj,procesador_frecuencia_reloj,procesador_caché_MB,procesador_name,equip_Force Touch Trackpad,equip_ScreenPad,equip_Touch Bar,equip_Touch ID,equip_Touchpad multitáctil,equip_TrackPoint / TouchStick / Pointing Stick,equip_USB-C,equip_altavoces estéreo,equip_altavoces estéreo JBL,equip_altavoz integrado,equip_con iluminación,equip_conector de seguridad Kensington,equip_disco duro SSD,equip_lector de tarjetas,equip_lector de tarjetas inteligentes,equip_micrófono integrado,equip_refrigeración líquida,equip_webcam,color,
854,SSD,,Portátil multimedia,Laptop,24.0,6.0,2.14,,1000.0,,,14.0,"Apple MacBook Pro 16"" M4 (2024)
Space Black MX303Y/A",Apple,"Bluetooth, wifi",35.0,ninguno,36.0,macOS Sequoia,2024.0,,,Apple M4 Max Graphics,16.2,,11,41.0,17.0,memoria compartida,Retina,100.0,,1.0,14.0,1000.0,,,,Apple M4 Max,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,negro
545,SSD,5.1,Portátil gaming,Laptop,22.0,2.0,1.46,,1000.0,,,12.0,"ASUS TUF Gaming A14 FA401
FA401WV-RG010W",ASUS,"wifi, Bluetooth",31.0,,32.0,Windows 11 Home,2024.0,L3,,NVIDIA GeForce RTX 4060,14.0,,3,35.0,20.0,8.192 MB / 8 GB,WQXGA,73.0,,1.0,,400.0,2 GHz,,36.0,AMD Ryzen AI 9,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,negro
3820,SSD,5.0,Portátil convertible,Laptop,22.0,4.0,1.34,,512.0,,,10.0,"HP EliteBook x360 1040 G10
818Y9EA",HP,"wifi, Bluetooth",31.0,,16.0,Windows 11 Professional,2023.0,L3,LPDDR5,Intel Iris Xe Graphics,14.0,,1,35.0,19.0,memoria compartida,WUXGA,51.0,,1.0,,400.0,"1,2 GHz",,12.0,Intel Core i7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,plateado
4294,disco duro SSD,5.0,PC gaming,Desktop,,,,,1000.0,12.0,65.0,6.0,Ankermann Ryzen Gaming V3 | Ryzen 5 7500F | RTX 4060 Ti 8GB | 32GB DDR5 | 1TB SSD | Windows 11 | WLAN | Libre Office,Ankermann,wifi,,,32.0,,,,DDR5,NVIDIA GeForce RTX 4060 Ti,,,2,,,8192 MB,,,,1.0,,,3.700 MHz,"3,7 GHz",32.0,AMD Ryzen 5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
3773,,4.4,Portátil multimedia,Laptop,20.0,,1.2,Thunderbolt 4,512.0,,,10.0,"Lenovo ThinkBook 13x G2
21AT0040FR",Lenovo,"wifi, Bluetooth",29.0,ninguno,16.0,Windows 11 Professional,2022.0,L3,LPDDR5,Intel Iris Xe Graphics,13.3,,1,33.0,13.0,memoria compartida,,53.0,4800.0,1.0,,400.0,"0,9 GHz",,12.0,Intel Core i5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,negro
6453,disco duro SSD,4.4,PC completo,Desktop,,,,,512.0,12.0,65.0,6.0,"Acer Veriton Z4697G
Z VZ4697G (DQ.VWLET.005)",Acer,,,,8.0,Microsoft Windows 11 Professional,,,,,,,1,,,,,,,,,,2.500 MHz,"2,5 GHz",18.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6610,disco duro SSD,4.6,PC gaming,Desktop,44.0,,,VGA,1000.0,16.0,65.0,8.0,"Captiva Advanced Gaming R79
R79-467",Captiva,Ethernet,21.0,,32.0,Microsoft Windows 11 Home,,,DDR4,NVIDIA GeForce RTX 4060 Ti,,46.0,1,,,16384 MB,,,,,,,3.400 MHz,"3,4 GHz",32.0,AMD Ryzen 7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
5556,memoria flash,2.9,,Desktop,11.0,,,,,2.0,10.0,2.0,"ASUS NUC 11 Essential
BNUC11ATKC20RA2",ASUS,"Ethernet, wifi, Bluetooth",13.0,ninguno,4.0,Microsoft Windows 11 Home,,,DDR4,Intel UHD Graphics,,3.0,1,,,memoria compartida,,,2933.0,1.0,,,,2 GHz,4.0,Intel Celeron,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negro
3021,SSD,,Portátil multimedia,Laptop,21.0,4.0,1.24,Thunderbolt 4,256.0,,,8.0,"Apple MacBook Air 13"" 2024 M3
Silver MC8J4FN/A",Apple,"wifi, Bluetooth",30.0,ninguno,16.0,macOS Sequoia,2024.0,,,Apple M3 Graphics,13.6,,2,34.0,11.0,memoria compartida,Retina,52.6,,1.0,15.0,500.0,,,,Apple M3,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,plateado
2580,PCIe SSD,3.8,Portátil multimedia,Laptop,24.0,2.0,1.7,HDMI,256.0,,,4.0,"HP 255 G9
7N0S6ES",HP,"LAN, wifi, Bluetooth",35.0,,8.0,sin sistema operativo,2022.0,L3,DDR4,AMD Radeon Graphics,15.6,,2,39.0,20.0,memoria compartida,Full HD,41.0,,1.0,8.0,,"2,6 GHz",,8.0,AMD Ryzen 3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,negro
1061,SSD,,Portátil profesional,Laptop,24.0,2.0,1.68,Thunderbolt 4,,,,,Microsoft Surface Laptop 6 15,Microsoft,"wifi, Bluetooth",34.0,ninguno,,Windows 11 Professional,2024.0,L3,,Intel Arc Graphics,15.0,,111,38.0,17.0,memoria compartida,,,,1.0,19.0,400.0,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,
1989,SSD,3.8,Portátil multimedia,Laptop,22.0,2.0,1.46,HDMI,512.0,,,8.0,"Lenovo IdeaPad Slim 5 14 2024
83HL002KSP",Lenovo,"wifi, Bluetooth",31.0,ninguno,16.0,Windows 11 Home,2024.0,,LPDDR5X,Intel Iris Xe Graphics,14.0,,2,35.0,17.0,memoria compartida,WUXGA,57.0,8448.0,1.0,,300.0,"3,2 GHz",,30.0,Qualcomm Snapdragon X Plus,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,gris
2581,SSD,4.7,Portátil profesional,Laptop,22.0,2.0,2.23,,512.0,,,8.0,"Lenovo ThinkPad P15v G3
21EM001CGE",Lenovo,"LAN, wifi, Bluetooth",36.0,,16.0,Windows 10 Professional,2022.0,L3,,NVIDIA RTX A2000,15.6,,2,39.0,25.0,4.096 MB / 4 GB,Full HD,68.0,,1.0,,300.0,"2,7 GHz",,16.0,AMD Ryzen 7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,negro
5953,disco duro SSD,4.6,PC gaming,Desktop,,,,HDMI,2000.0,16.0,65.0,8.0,VIST PRO PC Ryzen 7 5700X / RTX 4060 / 32GB / SSD 2TB / W11,VIST,,,,32.0,Microsoft Windows 11 Professional,,,DDR4,NVIDIA GeForce RTX 4060,,,1,,,8192 MB,,,,,,,3.400 MHz,"3,4 GHz",32.0,AMD Ryzen 7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
237,SSD,4.55,Portátil multimedia,Laptop,22.0,2.0,1.3,HDMI 2.1,512.0,,,6.0,"ASUS Vivobook S14 OLED M5406
M5406NA-QD082W",ASUS,"wifi, Bluetooth",31.0,ninguno,16.0,Windows 11 Home,2024.0,L3,LPDDR5X,AMD Radeon Graphics,14.0,,26,35.0,16.0,memoria compartida,WUXGA,75.0,,1.0,,400.0,"3,3 GHz",,16.0,AMD Ryzen 5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,plateado
5026,disco duro SSD,5.2,PC de oficina,Desktop,30.0,,6.15,,512.0,24.0,,16.0,"HP Elite Tower 800 G9
7B0P3EA",HP,Ethernet,33.0,ninguno,16.0,Microsoft Windows 11 Professional,,,DDR5,,,15.0,3,,,memoria compartida,,,4800.0,1.0,,,,"2,1 GHz",30.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
1146,SSD,4.5,Portátil multimedia,Laptop,23.0,,1.7,HDMI,512.0,,,8.0,"ASUS Vivobook 15 M1502
M1502YA-NJ506W",ASUS,"wifi, Bluetooth",36.0,ninguno,16.0,sin sistema operativo,2023.0,L3,DDR4,AMD Radeon Graphics,15.6,,1,39.0,20.0,memoria compartida,Full HD,42.0,,,,,2 GHz,,16.0,AMD Ryzen 7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,plateado
6685,disco duro M.2 SSD,4.1,,Desktop,17.0,,,,512.0,4.0,28.0,2.0,"Acer Veriton EN2580
DT.VV4EB.00L",Acer,"Ethernet, wifi, Bluetooth",17.0,ninguno,8.0,ninguno,,,DDR4,Intel UHD Graphics,,3.0,1,,,memoria compartida,,,,1.0,,,1.700 MHz,,6.0,Intel Core i3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
4366,,,PC multimedia,Desktop,29.0,,,,,,,,Lenovo IdeaCentre G5,Lenovo,"Ethernet, wifi, Bluetooth",14.0,,,,,,,,,36.0,24,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5976,,,PC de oficina,Desktop,29.0,,,,,,,,Dell Precision 3440,Dell,Ethernet,9.0,,,,,,DDR4,,,29.0,3,,,,,,,1.0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
6651,disco duro SSD,,Mini PC,Desktop,35.0,,,,,,,,"Intel NUC 12
RNUC12WSHI50Z00",Intel,"Bluetooth, Ethernet, wifi",12.0,,,,,,DDR4,,,18.0,1,,,memoria compartida,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
6233,disco duro SSD,4.7,,Desktop,16.0,,,,1000.0,20.0,115.0,14.0,"Acemagic Tank03
i7-12700H / RTX3060 / 32GB / 1TB",Acemagic,"wifi, Ethernet, Bluetooth",16.0,ninguno,32.0,,,,DDR5,NVIDIA GeForce RTX 3060,,16.0,1,,,12288 MB,,,4800.0,1.0,,,3.500 MHz,"2,5 GHz",24.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,
3035,,5.0,Portátil multimedia,Laptop,22.0,2.0,1.55,,256.0,,,10.0,"Samsung Galaxy Book 4
NP754XGK-KG3FR",Samsung,"wifi, Bluetooth, LAN",35.0,ninguno,8.0,Windows 11 Professional,2024.0,L3,LPDDR4X,Intel UHD Graphics,15.6,,1,39.0,15.0,memoria compartida,,54.0,,1.0,15.0,300.0,"0,9 GHz",,12.0,Intel Core i5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,plateado
6398,disco duro SSD,4.9,PC gaming,Desktop,43.0,,,,1000.0,20.0,65.0,12.0,"Captiva Highend Gaming I81
I81-736",Captiva,"Ethernet, wifi",21.0,,32.0,ninguno,,,,NVIDIA GeForce RTX 4070 Super,,44.0,1,,,12288 MB,,,,1.0,,,2.100 MHz,"2,1 GHz",25.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
6495,,5.2,PC gaming,Desktop,,,,,2000.0,16.0,120.0,8.0,"Sedatech UCCA014I1I1HF - Watercooling Gaming Mini-PC (Ryzen 7 9800X3D, RTX4060Ti, 32GB, 2TB)",Sedatech,wifi,,,32.0,,,,,NVIDIA GeForce RTX 4060 Ti,,,1,,,8192 MB,,,,1.0,,,4.700 MHz,"4,7 GHz",96.0,AMD Ryzen 7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,
6918,disco duro M.2 SSD,4.3,PC gaming,Desktop,,,,,1000.0,12.0,65.0,6.0,Vibox II-11 Gaming PC i5-10400 / GTX 1650,Vibox,wifi,,,16.0,,,,DDR4,NVIDIA GeForce GTX 1650,,,1,,,4096 MB,,,,,,,2.900 MHz,"2,9 GHz",12.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
6027,disco duro M.2 SSD,4.6,PC multimedia,Desktop,30.0,,,,256.0,12.0,117.0,6.0,"HP Elite SFF 600 G9
6A754EA",HP,Ethernet,33.0,,8.0,Microsoft Windows 11 Professional,,,DDR5,Intel UHD Graphics 730,,10.0,1,,,memoria compartida,,,4800.0,1.0,,,3.000 MHz,,18.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
4023,SSD,4.4,Portátil profesional,Laptop,22.0,2.0,1.3,Thunderbolt 4,512.0,,,10.0,"Microsoft Surface Laptop 5 13.5
I5 8GB/512GB Black R1T-00028",Microsoft,"wifi, Bluetooth",30.0,,8.0,Windows 11 Professional,2022.0,L3,,Intel Iris Xe Graphics,13.5,,1,34.0,15.0,memoria compartida,,,,1.0,18.0,400.0,"1,2 GHz",,12.0,Intel Core i5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,negro
3207,SSD,4.9,Portátil convertible,Laptop,21.0,2.0,1.32,HDMI 2.1,1000.0,,,12.0,"Lenovo ThinkPad L13 2-in-1 G5
21LM0027GE",Lenovo,"wifi, Bluetooth",30.0,,32.0,Windows 11 Professional,2024.0,L3,LPDDR5,Intel Arc Graphics,13.3,,2,33.0,17.0,memoria compartida,WUXGA,46.0,4800.0,1.0,,300.0,"3,8 GHz",,12.0,Intel Core Ultra 7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,negro
7206,disco duro SSD,4.1,PC gaming,Desktop,,,,,480.0,12.0,65.0,6.0,Vibox V-127 PC Gamer Ryzen 5 4500 / RTX 4060 Ti,Vibox,wifi,,,16.0,,,,DDR4,NVIDIA GeForce RTX 4060 Ti,,,1,,,8192 MB,,,,,,,3.600 MHz,"3,6 GHz",8.0,AMD Ryzen 5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
4180,disco duro SSD,4.8,PC multimedia,Desktop,30.0,,5.4,,512.0,20.0,65.0,12.0,"HP Elite SFF 800 G9
627Z2ET#ABZ",HP,Ethernet,33.0,grabadora DVD,16.0,Microsoft Windows 11 Professional,,,DDR5,Intel UHD Graphics 770,,10.0,2,,,memoria compartida,,,4800.0,1.0,,,,"2,5 GHz",24.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negro
6943,disco duro SSD,5.4,Workstation,Desktop,30.0,,,,512.0,28.0,65.0,20.0,"HP Z1 G9 Tower
8T1N6EA",HP,Ethernet,15.0,ninguno,32.0,Microsoft Windows 11 Professional,,,DDR5,,,33.0,1,,,"12288 MB, memoria compartida",,,4800.0,,,,2.100 MHz,"2,1 GHz",33.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negro
3305,,4.6,Portátil profesional,Laptop,22.0,4.0,1.36,,512.0,,,10.0,"HP EliteBook 840 G10
96X24ET",HP,"wifi, Bluetooth",31.0,ninguno,16.0,Windows 11 Professional,2023.0,L3,DDR5,Intel UHD Graphics,14.0,,1,35.0,19.0,memoria compartida,WUXGA,51.0,5200.0,1.0,,1000.0,"0,9 GHz",,12.0,Intel Core i5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,plateado
1850,SSD,4.2,Portátil multimedia,Laptop,25.0,2.0,1.8,,512.0,,,4.0,"Acer TravelMate P2 (TMP215-53)
TMP215-53-52U6",Acer,"LAN, wifi, Bluetooth",36.0,ninguno,8.0,Windows 10 Professional,2021.0,L3,DDR4,Intel Iris Xe Graphics,15.6,,5,39.0,20.0,memoria compartida,Full HD,,,1.0,11.0,,"2,4 GHz",,8.0,Intel Core i5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,negro
597,,5.1,Portátil gaming,Laptop,25.0,2.0,2.33,HDMI 2.1,1000.0,,,8.0,"HP Victus 16 2024
16-s0030ns",HP,"wifi, Bluetooth",36.0,ninguno,32.0,Free DOS,2024.0,L3,DDR5,NVIDIA GeForce RTX 4070,16.1,,2,40.0,23.0,8.192 MB / 8 GB,Full HD,83.0,5600.0,1.0,,,"3,8 GHz",,32.0,AMD Ryzen 7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,azul
2782,,4.5,Portátil multimedia,Laptop,25.0,,1.74,HDMI,512.0,,,8.0,"Lenovo IdeaPad Slim 3 16 2023
82XR0096FR",Lenovo,"wifi, Bluetooth",35.0,ninguno,16.0,Windows 11 Home,2023.0,L3,DDR4,AMD Radeon Graphics,16.0,,3,40.0,18.0,memoria compartida,,47.0,3200.0,1.0,10.0,300.0,2 GHz,,16.0,AMD Ryzen 7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,gris
4244,disco duro M.2 SSD,5.2,,Desktop,12.0,,,HDMI,1000.0,16.0,,8.0,"Minisforum UM790 Pro
64GB + 1TB",Minisforum,"wifi, Bluetooth",13.0,,64.0,Microsoft Windows 11 Professional,,,DDR5,AMD Radeon 780M,,5.0,1,,,,,,,1.0,,,,,16.0,AMD Ryzen 9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negro
564,,4.5,Portátil profesional,Laptop,24.0,2.0,1.7,HDMI 2.1,512.0,,,6.0,"MSI Modern 15 B7M
B7M-039XES",MSI,"Bluetooth, wifi",35.0,ninguno,8.0,Free DOS,2023.0,L3,DDR4,AMD Radeon Graphics,15.6,,4,39.0,20.0,memoria compartida,Full HD,53.8,3200.0,1.0,,,2 GHz,,16.0,AMD Ryzen 5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,negro
6333,disco duro M.2 SSD,4.7,,Desktop,18.0,,,,512.0,20.0,35.0,12.0,"Lenovo ThinkCentre M70q G3
11UD0002GE",Lenovo,"Ethernet, wifi, Bluetooth",17.0,ninguno,16.0,Microsoft Windows 11 Professional,,,DDR4,Intel UHD Graphics 770,,3.0,1,,,,,,3200.0,1.0,,,3.400 MHz,"3,4 GHz",25.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negro
7891,disco duro SSD,4.4,PC gaming,Desktop,,,,,1000.0,12.0,65.0,6.0,VIST ATOS i5 12400F RTX 4060 32GB SSD 1TB WIFI W11,VIST,wifi,,,32.0,Microsoft Windows 11 Professional,,,DDR4,NVIDIA GeForce RTX 4060,,,1,,,,,,,,,,2.500 MHz,"2,5 GHz",18.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
243,,,Portátil profesional,Laptop,22.0,2.0,1.38,HDMI 2.1,,,,,Lenovo Thinkbook 14 G7 (2024),Lenovo,"wifi, Bluetooth, LAN",31.0,,,,2024.0,,,,14.0,,87,35.0,17.0,,,45.0,,,13.0,300.0,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,
4544,,,,Desktop,30.0,,,,,,,,HP Z2 SFF G9 Workstation,HP,Ethernet,38.0,,,,,,,,,10.0,43,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
5607,disco duro SSD,4.5,PC de oficina,Desktop,30.0,,4.2,,256.0,8.0,58.0,4.0,"HP 290 PRO G9 Tower
623T8ET",HP,Ethernet,15.0,grabadora DVD,8.0,Microsoft Windows 11 Professional,,,DDR4,Intel UHD Graphics 730,,33.0,1,,,memoria compartida,,,3200.0,,,,,"3,4 GHz",12.0,Intel Core i3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,negro
406,SSD,,Portátil multimedia,Laptop,21.0,4.0,1.24,Thunderbolt 4,512.0,,,8.0,"Apple MacBook Air 13"" 2024 M3
Midnight MC8Q4Y/A",Apple,"wifi, Bluetooth",30.0,ninguno,24.0,macOS Sequoia,2024.0,,,Apple M3 Graphics,13.6,,10,34.0,11.0,memoria compartida,Retina,52.6,,1.0,15.0,500.0,,,,Apple M3,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,negro
1458,PCIe SSD,4.7,Portátil gaming,Laptop,23.0,2.0,1.9,,64.0,,,12.0,"GigaByte G5 2023
KF5-53ES353SD",GigaByte,"LAN, wifi, Bluetooth",36.0,ninguno,16.0,sin sistema operativo,2023.0,L3,DDR5,NVIDIA GeForce RTX 4060,15.6,,2,39.0,22.0,8.192 MB / 8 GB,,54.0,4800.0,1.0,,,"1,9 GHz",,18.0,Intel Core i5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,negro
261,,,Portátil gaming,Laptop,24.0,2.0,2.0,,,,,,ASUS ROG Zephyrus G16 GU603 (2023),ASUS,"wifi, Bluetooth, LAN",35.0,,,,2023.0,L3,,,16.0,,3,40.0,22.0,,,90.0,,,,500.0,,,24.0,,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,
5424,disco duro SSD,5.4,PC gaming,Desktop,47.0,,18.7,,1000.0,24.0,125.0,16.0,"HP Omen 40L GT21
GT21-1035ns",HP,"Ethernet, wifi, Bluetooth",20.0,ninguno,32.0,FreeDOS,,,DDR5,NVIDIA GeForce RTX 4070,,46.0,1,,,12288 MB,,,5200.0,1.0,,,,"3,4 GHz",30.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
7363,disco duro SSD,4.0,PC gaming,Desktop,,,,,1000.0,4.0,65.0,4.0,Vibox I-40 Gaming PC Ryzen 3 3200G / Radeon RX Vega 8,Vibox,wifi,,,16.0,,,,DDR4,AMD Radeon RX Vega 8,,,1,,,memoria compartida,,,,,,,3.600 MHz,"3,6 GHz",4.0,AMD Ryzen 3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1708,,5.0,Portátil convertible,Laptop,22.0,2.0,1.35,,,,,12.0,MSI Summit E13 Flip Evo A13MT,MSI,"Bluetooth, wifi",30.0,,,,2023.0,L3,,,13.4,,13,34.0,15.0,,,70.0,,,20.0,,"2,2 GHz",,18.0,Intel Core i7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,
1744,,,Portátil convertible,Laptop,20.0,,1.27,Thunderbolt 4,,,,,Lenovo ThinkPad X12,Lenovo,"Bluetooth, wifi",28.0,,,,2021.0,L3,,,12.3,,8,31.0,15.0,,,42.0,,,10.0,400.0,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,
5039,disco duro SSD,4.8,PC gaming,Desktop,39.0,,10.5,HDMI,1000.0,16.0,65.0,8.0,"Deep Gaming Venom
81PG8I7432MTXX",Deep,"wifi, Ethernet",43.0,ninguno,32.0,ninguno,,,DDR4,NVIDIA GeForce GTX 1650,,18.0,3,,,4096 MB,,,2666.0,1.0,,,2.900 MHz,,16.0,Intel Core i7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
2547,SSD,,Portátil profesional,Laptop,25.0,2.0,1.7,,512.0,,,,"Lenovo ThinkPad P16s G2
21K9000FGE",Lenovo,"wifi, Bluetooth",36.0,,16.0,Windows 11 Professional,2023.0,,LPDDR5X,AMD Radeon 780M,16.0,,2,40.0,21.0,memoria compartida,WUXGA,86.0,,1.0,,400.0,,,,AMD Ryzen 7,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,negro
5819,disco duro M.2 SSD,5.0,PC gaming,Desktop,,,,,1000.0,16.0,65.0,8.0,Vibox VIII-59 Gaming PC i9-11900F / RTX 3060 Ti,Vibox,wifi,,,32.0,,,,DDR4,NVIDIA GeForce RTX 3060 Ti,,,1,,,8192 MB,,,,,,,2.500 MHz,"2,2 GHz",16.0,Intel Core i9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
341,,4.4,,Laptop,23.0,,1.7,HDMI 1.4,512.0,,,10.0,"ASUS Vivobook 15 (12th Gen F1504)
F1504ZA-NJ694W",ASUS,"wifi, Bluetooth",35.0,ninguno,8.0,Windows 11 Home,,L3,DDR4,Intel Iris Xe Graphics,15.6,,17,39.0,17.0,memoria compartida,Full HD,42.0,,1.0,,,"0,9 GHz",,12.0,Intel Core i5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,plateado
5643,disco duro SSD,3.4,Mini PC,Desktop,10.0,,0.76,,512.0,4.0,15.0,4.0,NiPoGi GK3 Plus (Windows 11 Pro / 16GB / 512GB SSD / Intel N95),NiPoGi,"Bluetooth, wifi",10.0,,16.0,Microsoft Windows 11 Professional,,,DDR4,Intel UHD Graphics,,5.0,1,,,,,,,1.0,,,,,6.0,Intel N,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1620,SSD,,,Laptop,25.0,2.0,2.38,HDMI 2.1,1000.0,,,,MSI CreatorPro M16 HX C14V,MSI,"wifi, Bluetooth",35.0,ninguno,32.0,,,L3,DDR5,,16.0,,9,40.0,28.0,,QHD+,65.0,5600.0,1.0,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
4685,disco duro SSD,2.9,Mini PC,Desktop,11.0,,,,,2.0,10.0,2.0,"Intel NUC 11
BNUC11ATKC20002",Intel,"Ethernet, wifi, Bluetooth",11.0,ninguno,,ninguno,,,DDR4,Intel UHD Graphics,,3.0,1,,,memoria compartida,,,,,,,2.000 MHz,,4.0,Intel Celeron,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,negro
3821,SSD,4.8,Portátil profesional,Laptop,22.0,2.0,1.3,Thunderbolt 4,256.0,,,10.0,"Microsoft Surface Laptop 5 13.5
RI9-00027",Microsoft,"wifi, Bluetooth",30.0,,16.0,Windows 11 Professional,2022.0,L3,LPDDR5X,,13.5,,1,34.0,15.0,,,,,,18.0,400.0,"1,3 GHz",,12.0,Intel Core i7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,negro
7981,disco duro M.2 SSD,5.8,PC gaming,Desktop,,,,,1000.0,32.0,125.0,24.0,Vibox X-211 Gaming PC i9-13900KF / RTX 3070,Vibox,wifi,,,32.0,,,,DDR4,NVIDIA GeForce RTX 3070,,,1,,,8192 MB,,,,,,,3.000 MHz,3 GHz,36.0,Intel Core i9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
2842,SSD,4.4,,Laptop,,,,,512.0,,,10.0,"ASUS Vivobook 15 F1502
F1502ZA-EJ1117W",ASUS,,,ninguno,8.0,Windows 11 Home,2022.0,L3,DDR4,Intel UHD Graphics,15.6,,1,39.0,,memoria compartida,Full HD,,,1.0,,,"0,9 GHz",,12.0,Intel Core i5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,plateado
